,Where did you find out about Orange?,What Data Mining level are you?,Where do you work?,Excel,IBM SPSS Statistics,KNIME,MATLAB,Python,Python Pandas,R,Rapid Miner,SQL,Weka,None,"Would you enjoy getting monthly tips and video tutorials on how to get the most out of Orange? If so, type your email below. <br><br>*<em>You can unsubscribe at any time and we will always respect your privacy.</em>"
17305,Web,Intermediate,Industry,0,1,1,0,0,0,0,1,0,1,1,1
17306,,Intermediate,Industry,0,1,1,1,1,0,0,1,1,1,1,1
17307,Web,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
17308,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17309,Web,Expert,Industry,1,0,1,0,0,0,1,1,0,1,1,1
17310,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17311,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17312,Web,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,1
17313,Web,Beginner,Academia,1,1,0,1,1,1,1,0,1,0,1,1
17314,College,Beginner,Research,1,1,1,0,0,1,0,1,1,1,1,1
17315,Job,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17316,Web,Expert,Industry,0,0,1,0,0,1,0,1,0,1,1,1
17317,Job,Intermediate,Industry,1,1,1,0,0,1,0,0,1,0,1,1
17318,Friends,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
17319,College,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
17320,Job,Beginner,Research,0,1,1,1,0,1,0,1,0,1,1,1
17321,Web,Beginner,,0,1,1,1,1,1,1,1,1,1,1,1
17322,Web,Beginner,Industry,0,1,1,0,1,1,1,1,1,1,1,1
17323,Web,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
17324,College,Beginner,I'm a student,0,1,1,1,1,1,0,0,0,1,1,1
17325,Conference,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17326,Friends,Beginner,Industry,0,1,1,1,1,1,0,1,1,1,1,1
17327,Job,Intermediate,Industry,0,1,1,1,0,0,0,1,0,1,1,1
17328,Web,Beginner,I'm a student,1,1,1,1,1,1,0,1,1,1,1,1
17329,Web,Intermediate,Academia,0,0,1,0,0,0,0,1,1,1,1,1
17330,Web,Beginner,Academia,0,1,1,0,1,1,1,1,0,0,1,1
17331,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,0,1,1
17332,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,0,1
17333,Web,Beginner,I'm a student,0,1,1,0,0,1,1,1,1,0,1,1
17334,Web,Intermediate,I'm a student,0,0,1,1,1,1,0,1,1,1,1,1
17335,Web,Expert,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17336,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17337,College,Beginner,,1,1,1,1,0,1,1,1,1,1,1,1
17338,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17339,College,Expert,Research,0,1,1,1,1,1,1,1,1,1,1,1
17340,Web,Intermediate,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17341,Web,,Industry,0,1,1,1,0,0,0,1,1,1,1,1
17342,Web,Beginner,,0,1,1,1,1,1,1,1,1,1,1,1
17343,Web,Intermediate,,1,1,1,1,0,1,1,1,0,1,1,1
17344,,Intermediate,I'm a student,1,1,1,0,0,1,0,1,1,0,1,1
17345,Web,Intermediate,Industry,0,1,1,1,0,0,0,1,1,1,1,1
17346,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17347,Web,Beginner,Academia,0,1,1,1,0,0,1,1,1,1,1,1
17348,Web,Beginner,Academia,0,1,1,1,0,0,1,1,0,1,1,1
17349,Web,Beginner,Academia,0,1,1,1,1,1,0,1,1,1,1,1
17350,Conference,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17351,Job,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17352,,Beginner,Research,1,1,1,0,0,1,1,1,1,1,1,1
17353,Web,Expert,Industry,0,1,1,1,1,1,0,1,1,0,1,1
17354,Web,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
17355,Web,Intermediate,Industry,0,1,1,1,0,0,1,1,0,1,1,1
17356,Friends,Beginner,I'm a student,1,1,1,0,1,1,1,1,0,1,1,1
17357,College,Beginner,Academia,0,1,1,0,0,1,0,1,0,0,1,1
17358,,,,1,1,1,1,0,1,1,1,1,1,1,1
17359,Friends,Intermediate,Industry,0,1,1,1,0,0,1,1,0,1,1,1
17360,Conference,Intermediate,Academia,1,1,1,1,1,1,1,1,1,0,1,1
17361,Web,Beginner,Research,0,0,1,1,0,1,0,1,1,1,1,1
17362,School,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,0,1,1
17363,Conference,Intermediate,Academia,1,1,1,1,0,1,1,1,1,1,1,1
17364,School,Beginner,Academia,0,1,1,0,1,1,1,1,1,1,1,1
17365,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17366,,Intermediate,Academia,0,1,1,1,1,1,0,1,1,0,1,1
17367,Web,,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17368,,Beginner,,1,1,1,1,1,1,1,1,1,1,0,1
17369,,Intermediate,Industry,1,1,1,1,1,0,1,1,1,1,1,1
17370,Web,Beginner,I'm a student,1,1,1,0,0,1,1,1,1,1,1,1
17371,,Intermediate,Research,0,1,1,0,0,1,0,1,0,1,1,1
17372,School,Beginner,I'm a student,0,1,1,0,0,1,1,1,1,1,1,1
17373,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17374,Web,Beginner,Industry,1,1,1,1,1,1,1,1,0,1,1,1
17375,Web,Beginner,Academia,0,1,1,1,0,0,1,1,1,1,1,1
17376,Job,Beginner,Research,0,1,1,1,0,1,1,1,1,1,1,1
17377,Friends,Expert,Research,0,1,1,1,0,0,0,1,0,1,1,1
17378,Friends,Expert,Research,0,1,1,1,0,0,0,1,0,1,1,1
17379,College,Beginner,I'm a student,1,1,1,1,1,1,0,1,0,1,1,1
17380,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17381,Web,Intermediate,Industry,1,1,0,1,0,0,0,1,0,1,1,1
17382,School,Intermediate,I'm a student,0,1,1,1,0,1,0,1,0,1,1,1
17383,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17384,Web,Beginner,I'm a student,1,0,1,0,1,1,1,1,1,1,1,1
17385,College,Beginner,Academia,1,1,1,1,1,1,1,1,1,0,1,1
17386,Job,Intermediate,,0,0,0,1,1,1,1,1,1,1,1,1
17387,,,,1,1,1,1,1,1,1,1,1,1,1,1
17388,Web,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
17389,School,Intermediate,I'm a student,0,1,1,0,1,1,1,1,0,1,1,1
17390,College,Beginner,I'm a student,0,0,1,0,1,1,1,1,0,1,1,1
17391,College,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17392,Web,Beginner,Academia,0,1,1,1,0,1,0,0,0,1,1,1
17393,Friends,Beginner,Research,0,1,1,1,0,0,1,1,0,0,1,1
17394,Web,Intermediate,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17395,College,Beginner,I'm a student,0,1,1,1,0,0,1,1,1,0,1,1
17396,,Beginner,Academia,1,1,1,1,1,1,0,1,1,1,1,1
17397,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,1
17398,,Intermediate,Industry,0,1,1,1,1,1,0,1,0,1,1,1
17399,Web,Beginner,Academia,1,1,1,0,1,1,1,1,1,1,1,1
17400,Web,Beginner,Research,0,1,1,1,0,0,1,1,0,1,1,1
17401,Web,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
17402,Job,Intermediate,Industry,0,1,1,1,0,0,0,1,0,1,1,1
17403,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17404,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17405,Web,Beginner,I'm a student,0,1,1,1,0,0,0,0,0,0,1,1
17406,College,Beginner,Academia,1,1,1,1,1,1,1,1,0,1,1,1
17407,Web,Intermediate,Academia,1,1,1,1,1,1,1,1,1,0,1,1
17408,Friends,Intermediate,Academia,1,1,1,0,0,1,1,1,1,1,1,1
17409,,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
17410,College,Beginner,I'm a student,1,1,1,0,0,1,1,1,1,1,1,1
17411,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17412,Web,Expert,Academia,1,1,1,1,0,0,1,1,1,1,1,1
17413,Web,Intermediate,Industry,0,1,1,1,0,0,1,1,1,1,1,1
17414,Web,Intermediate,Research,0,1,0,1,0,1,1,0,0,1,1,1
17415,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,1
17416,Web,Intermediate,Industry,0,1,1,1,1,1,0,1,0,1,1,1
17417,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17418,Web,Beginner,Research,0,1,1,1,0,0,0,1,0,1,1,1
17419,Job,Beginner,Academia,1,1,1,1,1,1,1,1,1,1,0,1
17420,College,Beginner,Academia,0,1,1,1,1,1,1,1,0,1,1,1
17421,Web,Beginner,Academia,0,1,1,0,1,1,1,0,1,0,1,1
17422,Friends,Intermediate,Industry,1,0,1,1,1,1,1,1,1,1,1,1
17423,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
17424,College,Intermediate,Academia,0,0,1,1,1,1,0,0,0,0,1,1
17425,Web,Intermediate,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
17426,School,Intermediate,Academia,0,1,1,0,1,1,1,1,0,1,1,1
17427,Friends,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17428,Web,Beginner,Industry,0,1,1,1,0,1,0,1,0,1,1,1
17429,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17430,Friends,Beginner,Academia,1,1,1,0,0,0,0,1,0,1,1,1
17431,Conference,Beginner,Academia,0,1,1,1,0,1,0,1,1,0,1,1
17432,Web,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
17433,Web,Expert,Industry,0,1,1,0,0,0,0,1,0,1,1,1
17434,Web,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
17435,Web,Beginner,I'm a student,1,0,0,1,1,1,1,0,1,1,1,1
17436,Web,Beginner,Academia,0,1,1,1,0,1,1,1,1,1,1,1
17437,School,Expert,Research,1,1,0,0,1,1,0,1,1,1,1,1
17438,Job,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17439,Job,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17440,Job,Beginner,Industry,0,1,1,1,1,1,0,1,0,1,1,1
17441,Friends,Beginner,Industry,0,0,1,1,1,1,0,1,1,1,1,1
17442,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17443,Web,Beginner,,0,1,1,1,0,0,0,1,0,1,1,1
17444,Web,Beginner,I'm a student,1,0,1,1,1,1,0,0,1,1,1,1
17445,College,Beginner,Industry,1,1,1,1,1,1,1,1,1,0,1,1
17446,,Expert,Academia,1,1,1,1,0,1,1,1,1,1,1,1
17447,Web,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
17448,Web,Intermediate,Academia,1,1,1,1,0,0,0,1,1,1,1,1
17449,Friends,Intermediate,Industry,0,1,1,0,0,1,0,0,1,1,1,1
17450,Job,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17451,,Beginner,Academia,0,0,1,1,1,1,0,1,1,1,1,1
17452,Web,Intermediate,Academia,0,1,1,0,0,1,1,1,1,1,1,1
17453,Web,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17454,School,Beginner,Academia,1,1,1,1,1,1,1,1,1,1,0,1
17455,Job,Intermediate,Research,1,1,1,0,0,1,0,1,1,1,1,1
17456,College,Intermediate,Industry,0,1,1,1,0,0,0,1,0,1,1,1
17457,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,1
17458,College,Intermediate,Academia,0,1,1,0,1,1,0,1,1,1,1,1
17459,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17460,Friends,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17461,Web,Beginner,I'm a student,0,1,1,1,1,1,0,0,1,1,1,1
17462,Web,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17463,Web,Beginner,Industry,1,1,0,1,0,1,0,1,1,1,1,1
17464,Web,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
17465,College,Intermediate,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
17466,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17467,School,Beginner,I'm a student,0,0,1,1,0,1,1,1,1,1,1,1
17468,Web,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,1
17469,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17470,Web,Intermediate,Research,0,1,1,1,1,1,1,1,0,1,1,1
17471,Web,Beginner,I'm a student,1,0,1,1,1,1,1,1,1,1,1,1
17472,Web,Beginner,Academia,0,0,1,1,0,1,0,1,1,1,1,1
17473,Friends,Beginner,Research,0,0,1,1,1,1,0,1,1,1,1,1
17474,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17475,College,Beginner,I'm a student,0,1,1,0,0,0,1,1,1,1,1,1
17476,Web,Beginner,,1,0,1,1,1,1,1,1,1,1,1,1
17477,Web,Beginner,Research,0,1,1,1,0,1,1,1,1,1,1,1
17478,Web,Intermediate,I'm a student,1,1,1,1,1,1,1,1,1,1,1,1
17479,Web,Beginner,Industry,0,1,1,1,1,1,0,0,0,1,1,1
17480,Job,Intermediate,Industry,0,0,1,0,0,0,1,1,0,1,1,1
17481,School,Expert,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17482,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17483,Web,Intermediate,Industry,0,1,1,0,1,1,1,1,0,1,1,1
17484,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17485,School,Intermediate,Academia,0,1,1,0,0,0,1,1,0,1,1,1
17486,Web,Beginner,Academia,0,1,1,1,1,1,0,1,1,1,1,1
17487,Job,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17488,Job,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17489,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17490,College,Intermediate,Academia,1,1,1,1,0,1,1,1,1,1,1,1
17491,Conference,Intermediate,Industry,0,1,1,1,0,1,0,1,0,1,1,1
17492,Web,Beginner,Industry,1,1,1,0,0,1,1,1,0,1,1,1
17493,School,Beginner,Academia,1,1,1,0,1,1,1,1,1,1,1,1
17494,Friends,Beginner,Research,1,1,1,1,1,1,1,1,1,1,1,1
17495,Friends,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,1,1
17496,Web,Beginner,Research,0,1,1,1,0,1,0,1,1,1,1,1
17497,School,Beginner,I'm a student,0,1,1,1,0,1,1,1,0,1,1,1
17498,,,,1,1,1,1,1,1,1,1,1,1,1,1
17499,,Beginner,I'm a student,0,1,1,0,0,0,0,1,1,1,1,1
17500,Web,Beginner,Research,1,1,1,1,1,1,1,1,0,1,1,1
17501,Web,Beginner,Academia,0,0,1,1,1,1,1,1,1,1,1,1
17502,Web,Beginner,I'm a student,1,1,1,0,1,0,1,1,1,1,1,1
17503,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,1
17504,Web,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
17505,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17506,,Intermediate,Research,0,1,1,0,0,1,0,1,1,1,1,1
17507,College,Beginner,Academia,0,0,1,0,1,1,0,1,1,1,1,1
17508,College,Beginner,I'm a student,0,0,1,1,0,1,1,1,1,1,1,1
17509,Web,Beginner,Research,0,1,1,1,0,0,1,1,1,1,1,1
17510,Web,Beginner,Industry,1,1,1,1,1,1,0,0,1,1,1,1
17511,Web,Intermediate,Industry,0,0,1,1,0,0,0,0,0,1,1,1
17512,College,Intermediate,Academia,0,1,1,0,0,1,0,1,1,1,1,1
17513,Web,Intermediate,Research,0,1,1,0,0,1,1,1,1,1,1,1
17514,Web,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
17515,Web,Intermediate,Research,0,0,1,1,0,1,0,1,0,1,1,1
17516,College,Intermediate,Academia,0,1,1,0,1,1,1,1,1,1,1,1
17517,Web,Beginner,Industry,1,0,1,1,1,1,1,1,1,1,1,1
17518,Web,Beginner,Industry,0,1,1,0,1,1,1,1,1,1,1,1
17519,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17520,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
17521,Web,Intermediate,Academia,0,1,1,1,1,1,1,1,0,1,1,1
17522,Job,Beginner,Industry,0,1,1,1,1,1,0,1,0,1,1,1
17523,College,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
17524,College,Beginner,,0,1,0,1,1,1,0,1,1,1,1,1
17525,,Beginner,Industry,0,1,1,1,1,1,0,1,0,1,1,1
17526,Web,Beginner,Academia,1,1,1,1,1,1,1,1,1,1,0,1
17527,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
17528,College,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
17529,Friends,Beginner,Research,0,1,1,0,1,1,1,1,0,1,1,1
17530,Web,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
17531,Web,Intermediate,Academia,0,1,0,1,0,1,0,1,0,1,1,1
17532,Web,Intermediate,Research,1,1,1,0,1,1,1,1,1,1,1,1
17533,Job,Beginner,Industry,0,1,1,0,0,1,1,1,1,1,1,1
17534,School,Beginner,I'm a student,1,1,1,1,1,1,0,1,1,1,1,1
17535,Web,Beginner,Industry,0,1,1,1,1,1,0,0,0,1,1,1
17536,Web,Beginner,I'm a student,0,1,1,1,0,1,1,1,0,1,1,1
17537,Web,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,0,1
17538,Web,Intermediate,Industry,1,1,1,1,0,1,1,1,0,1,1,1
17539,Web,Intermediate,Academia,1,1,1,1,0,0,0,1,0,0,1,1
17540,Web,Beginner,Industry,0,1,0,1,1,1,1,0,1,1,1,1
17541,College,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17542,Web,Beginner,Academia,1,1,1,1,0,1,1,0,1,1,1,1
17543,Web,Intermediate,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17544,Web,Intermediate,I'm a student,0,1,1,1,1,1,0,1,1,0,1,1
17545,College,Intermediate,I'm a student,0,1,1,0,1,1,1,1,0,1,1,1
17546,Friends,Intermediate,Research,1,1,1,1,1,1,1,1,1,0,1,1
17547,Friends,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17548,Friends,Beginner,Academia,1,1,1,1,1,1,1,1,0,1,1,1
17549,Conference,Intermediate,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17550,Web,Beginner,I'm a student,1,1,1,1,1,1,1,0,1,1,1,1
17551,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17552,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17553,,Beginner,I'm a student,0,1,1,1,0,0,1,1,1,1,1,1
17554,Web,Intermediate,Research,1,1,0,1,0,0,1,1,0,1,1,1
17555,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17556,Web,Intermediate,Research,0,1,1,1,0,0,0,0,0,1,1,1
17557,School,,Academia,0,0,1,1,0,1,0,1,1,1,1,1
17558,College,Beginner,Academia,1,1,1,1,0,0,0,1,1,1,1,1
17559,Web,Beginner,I'm a student,0,1,0,0,0,1,1,1,0,1,1,1
17560,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17561,College,Beginner,Research,1,1,1,0,1,1,1,1,1,1,1,1
17562,Web,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17563,Web,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
17564,Web,Intermediate,I'm a student,0,1,1,0,0,0,0,1,1,0,1,1
17565,Web,Intermediate,I'm a student,1,1,1,0,0,1,1,1,1,1,1,1
17566,College,Intermediate,I'm a student,1,1,1,1,0,0,1,1,1,1,1,1
17567,,Beginner,Academia,1,1,1,1,1,1,0,1,1,1,1,1
17568,Friends,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17569,College,Intermediate,I'm a student,0,1,1,0,0,1,1,1,0,1,1,1
17570,Web,Beginner,Academia,0,1,1,1,1,1,1,0,0,1,1,1
17571,,,,1,1,1,1,1,1,1,1,1,1,1,1
17572,Web,Intermediate,,0,1,1,1,0,1,1,1,0,1,1,1
17573,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17574,Job,Expert,Industry,0,1,1,0,0,0,0,1,1,1,1,1
17575,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,1
17576,Web,Intermediate,I'm a student,1,1,1,0,1,1,1,1,1,0,1,1
17577,Web,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,1,1
17578,Friends,Intermediate,I'm a student,1,1,1,0,1,1,0,1,0,1,1,1
17579,Web,Beginner,I'm a student,0,1,1,1,0,0,0,1,1,1,1,1
17580,Web,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17581,Web,Intermediate,Industry,1,1,1,0,0,1,0,0,1,1,1,1
17582,Web,Beginner,Research,0,1,1,1,1,1,1,1,0,1,1,1
17583,Web,Beginner,,0,1,1,1,1,1,1,1,0,1,1,1
17584,Friends,Beginner,,0,1,1,0,0,1,1,1,0,0,1,1
17585,Web,Intermediate,I'm a student,0,1,1,0,1,1,0,1,0,0,1,1
17586,Web,Intermediate,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17587,School,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,1
17588,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17589,College,Expert,Industry,0,0,1,0,0,1,0,1,0,1,1,1
17590,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17591,Conference,Expert,,1,1,1,0,0,1,1,1,1,0,1,1
17592,Job,Intermediate,Industry,0,1,1,1,0,1,0,1,0,1,1,1
17593,Job,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17594,Web,Beginner,Industry,1,1,1,1,0,0,1,1,1,1,1,1
17595,Web,Intermediate,Industry,0,1,0,1,0,0,0,0,0,0,1,1
17596,Friends,Intermediate,I'm a student,0,1,1,1,0,0,1,1,1,1,1,1
17597,Web,Intermediate,Industry,1,1,1,1,0,1,1,1,0,1,1,1
17598,Job,Beginner,Research,0,1,1,0,1,1,1,1,1,1,1,1
17599,,Beginner,Industry,1,1,1,1,1,1,0,1,1,1,1,1
17600,Web,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
17601,,Beginner,Academia,0,1,0,1,0,1,1,1,0,1,1,1
17602,,,,0,0,0,1,0,0,0,0,0,1,1,1
17603,School,Intermediate,I'm a student,0,0,1,0,0,1,1,1,0,0,1,1
17604,Job,Intermediate,Industry,0,0,1,1,0,0,0,1,0,1,1,1
17605,,,,1,1,1,1,1,1,1,1,1,1,1,1
17606,,Beginner,Industry,0,0,1,0,0,0,0,1,0,1,1,1
17607,,,,1,1,1,1,1,1,1,1,1,1,1,1
17608,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,0,1,1
17609,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
17610,Web,Beginner,I'm a student,0,1,1,1,0,1,0,1,0,0,1,1
17611,,Beginner,Academia,1,1,1,1,0,0,1,1,1,1,1,1
17612,Web,Beginner,Industry,0,0,1,1,0,0,1,1,1,1,1,1
17613,Web,Expert,I'm a student,0,0,1,0,0,0,0,1,1,0,1,1
17614,Job,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17615,College,Beginner,,0,1,1,1,1,1,1,1,1,1,1,1
17616,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17617,Web,Beginner,Academia,1,1,1,1,1,1,1,1,1,1,0,1
17618,Job,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17619,Web,Expert,Academia,1,1,1,1,0,0,0,1,1,1,1,1
17620,Web,Beginner,I'm a student,1,1,1,1,0,1,0,1,1,1,1,1
17621,Web,Beginner,I'm a student,1,1,1,1,0,0,0,1,1,1,1,1
17622,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17623,School,Beginner,I'm a student,0,1,1,1,0,0,1,1,0,1,1,1
17624,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
17625,School,Beginner,Academia,0,1,1,1,1,1,0,1,0,0,1,1
17626,College,Intermediate,I'm a student,0,1,1,0,0,0,0,1,0,1,1,1
17627,School,Intermediate,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
17628,Job,Beginner,Research,1,1,1,0,1,1,1,1,1,1,1,1
17629,Web,Beginner,I'm a student,1,1,1,0,0,1,1,1,1,1,1,1
17630,Web,Beginner,Research,1,0,1,1,1,1,0,1,1,1,1,1
17631,College,Intermediate,I'm a student,0,1,1,0,0,0,1,1,0,1,1,1
17632,Job,Expert,Academia,1,1,1,1,0,1,1,1,1,1,1,1
17633,Conference,Intermediate,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17634,Web,Intermediate,Research,1,1,1,0,0,0,1,1,0,1,1,1
17635,Web,Beginner,Industry,0,0,1,1,0,0,1,1,0,1,1,1
17636,Web,Beginner,I'm a student,1,1,1,1,1,1,0,1,1,1,1,1
17637,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17638,Web,Beginner,Industry,0,1,1,1,1,1,1,0,1,1,1,1
17639,Web,Intermediate,Industry,0,1,1,0,0,1,1,1,1,1,1,1
17640,Web,Beginner,Industry,0,1,0,1,0,0,0,1,0,1,1,1
17641,Web,Intermediate,Industry,0,0,1,1,0,0,1,1,0,1,1,1
17642,Web,Intermediate,Academia,0,0,0,1,1,1,1,1,1,1,1,1
17643,College,Intermediate,I'm a student,1,1,1,1,1,1,0,0,1,0,1,1
17644,Friends,Intermediate,Industry,0,1,1,1,0,0,0,1,0,1,1,1
17645,Conference,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
17646,Web,Beginner,Industry,1,1,1,0,0,1,1,0,0,1,1,1
17647,,Beginner,Academia,1,1,1,1,0,1,0,1,1,1,1,1
17648,College,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17649,Web,Beginner,,0,1,1,1,1,1,1,1,1,1,1,1
17650,Web,Intermediate,I'm a student,1,1,1,0,0,1,0,1,1,1,1,1
17651,College,Intermediate,Research,0,1,1,0,0,1,0,1,1,1,1,1
17652,Web,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,1
17653,Friends,Beginner,I'm a student,1,1,1,1,0,0,0,1,0,1,1,1
17654,,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
17655,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,0,1,1
17656,,Beginner,Academia,0,1,1,0,1,1,1,1,1,1,1,1
17657,Web,Intermediate,Industry,0,1,1,1,0,0,1,1,1,1,1,1
